id_evento,fecha,modulo,alerta,incidente_real,veredicto,tam_commit,t_respuesta_h,id_duplicado,tam_commit_atipico,t_respuesta_h_atipico
217,2026-11-27,auth,FALSE,FALSE,negativo,30,5.8,FALSE,FALSE,FALSE
174,NA,api,FALSE,FALSE,negativo,37,12.4,FALSE,FALSE,FALSE
2598,2026-06-07,auth,FALSE,FALSE,negativo,98,5.4,FALSE,FALSE,FALSE
2433,2026-07-01,db,TRUE,FALSE,negativo,59,1.9,FALSE,FALSE,FALSE
798,2026-10-05,api,FALSE,FALSE,negativo,13,7.7,FALSE,FALSE,FALSE
154,2026-07-27,api,TRUE,FALSE,negativo,142,10.9,FALSE,FALSE,FALSE
1536,2026-05-07,api,FALSE,FALSE,negativo,228,14.6,FALSE,FALSE,FALSE
399,2026-07-22,api,TRUE,NA,positivo,78,34.4,FALSE,FALSE,FALSE
773,NA,db,FALSE,FALSE,negativo,140,5.2,FALSE,FALSE,FALSE
1631,2026-09-07,ui,FALSE,FALSE,negativo,14,24.8,FALSE,FALSE,FALSE
1595,2026-07-28,api,FALSE,FALSE,negativo,177,4.3,FALSE,FALSE,FALSE
1032,2026-12-08,ui,FALSE,FALSE,positivo,29,5.4,FALSE,FALSE,FALSE
1070,2026-10-13,auth,FALSE,FALSE,negativo,26,3.4,TRUE,FALSE,FALSE
106,2026-09-23,auth,FALSE,FALSE,negativo,17,1.5,FALSE,FALSE,FALSE
525,2026-10-17,auth,FALSE,FALSE,negativo,393,NA,FALSE,FALSE,NA
2103,2026-06-06,auth,FALSE,FALSE,negativo,6,9.3,FALSE,FALSE,FALSE
1304,2026-08-10,api,FALSE,FALSE,negativo,70,1.9,FALSE,FALSE,FALSE
717,2026-09-26,auth,FALSE,FALSE,negativo,56,2.7,FALSE,FALSE,FALSE
1134,2026-10-20,auth,TRUE,TRUE,positivo,16,16.1,FALSE,FALSE,FALSE
616,2026-11-24,ui,TRUE,FALSE,negativo,33,99999,FALSE,FALSE,FALSE
530,2026-11-16,ui,FALSE,FALSE,negativo,347,8.8,TRUE,FALSE,FALSE
1271,2026-04-08,db,FALSE,FALSE,negativo,65,1.9,FALSE,FALSE,FALSE
1938,2026-06-24,auth,FALSE,NA,negativo,124,3.8,FALSE,FALSE,FALSE
4,2026-12-05,auth,FALSE,FALSE,negativo,99,99999,FALSE,FALSE,FALSE
2234,2026-09-25,api,FALSE,FALSE,negativo,194,4,FALSE,FALSE,FALSE
807,2026-11-03,db,FALSE,FALSE,negativo,28,2.2,FALSE,FALSE,FALSE
2279,2026-04-13,api,FALSE,FALSE,negativo,143,11.4,FALSE,FALSE,FALSE
69,2026-06-08,auth,TRUE,FALSE,negativo,57,6.9,FALSE,FALSE,FALSE
1774,2026-12-10,ui,FALSE,FALSE,negativo,44,19.6,FALSE,FALSE,FALSE
2391,2026-07-24,ui,FALSE,FALSE,negativo,139,0.7,FALSE,FALSE,FALSE
1264,2026-01-13,auth,FALSE,FALSE,negativo,233,4.7,FALSE,FALSE,FALSE
2457,2026-01-27,api,FALSE,FALSE,negativo,77,2.1,FALSE,FALSE,FALSE
1959,2026-04-15,ui,FALSE,FALSE,negativo,63,10.7,FALSE,FALSE,FALSE
284,2026-10-21,api,FALSE,FALSE,negativo,101,7.5,FALSE,FALSE,FALSE
2041,2026-05-02,db,TRUE,TRUE,positivo,91,3.6,FALSE,FALSE,FALSE
2033,2026-10-01,auth,FALSE,FALSE,negativo,59,4.4,FALSE,FALSE,FALSE
1427,2026-12-24,db,FALSE,FALSE,negativo,96,9.9,FALSE,FALSE,FALSE
9,2026-10-17,auth,FALSE,FALSE,negativo,67,5.3,FALSE,FALSE,FALSE
1570,NA,api,FALSE,FALSE,negativo,62,8,FALSE,FALSE,FALSE
2328,2026-09-25,auth,FALSE,FALSE,negativo,88,NA,FALSE,FALSE,NA
1724,2026-04-14,ui,FALSE,FALSE,negativo,133,2.1,FALSE,FALSE,FALSE
1464,2026-05-07,ui,FALSE,FALSE,negativo,55,12.6,FALSE,FALSE,FALSE
1632,2026-07-09,auth,TRUE,FALSE,negativo,14,5.1,FALSE,FALSE,FALSE
2365,2026-09-24,api,FALSE,FALSE,negativo,71,5.8,FALSE,FALSE,FALSE
1438,2026-02-20,auth,FALSE,FALSE,negativo,131,2.1,FALSE,FALSE,FALSE
691,2026-03-18,api,TRUE,FALSE,negativo,30,6.9,FALSE,FALSE,FALSE
995,2026-01-25,auth,FALSE,FALSE,negativo,NA,3.5,TRUE,TRUE,FALSE
247,2026-09-19,api,FALSE,FALSE,negativo,19,4,FALSE,FALSE,FALSE
368,2026-10-06,auth,TRUE,FALSE,negativo,35,4.3,FALSE,FALSE,FALSE
1571,2026-08-05,db,FALSE,FALSE,negativo,63,2.1,FALSE,FALSE,FALSE
462,2026-08-26,ui,FALSE,FALSE,negativo,NA,4.8,FALSE,NA,FALSE
2373,2026-07-18,auth,TRUE,TRUE,negativo,91,10.2,TRUE,FALSE,FALSE
2287,2026-02-01,auth,TRUE,TRUE,negativo,NA,2.9,FALSE,TRUE,FALSE
77,2026-09-22,ui,FALSE,FALSE,negativo,115,7.4,FALSE,FALSE,FALSE
2317,2026-01-07,auth,FALSE,FALSE,negativo,116,3.1,FALSE,FALSE,FALSE
967,2026-04-20,auth,FALSE,FALSE,negativo,55,6.7,FALSE,FALSE,FALSE
1887,2026-03-21,db,FALSE,FALSE,negativo,51,1.8,FALSE,FALSE,FALSE
398,2026-05-14,ui,FALSE,FALSE,negativo,27,5.1,FALSE,FALSE,FALSE
233,2026-10-20,db,TRUE,TRUE,positivo,19,9.5,FALSE,FALSE,FALSE
112,2026-07-24,api,FALSE,FALSE,negativo,50,8.5,FALSE,FALSE,FALSE
1603,2026-03-21,api,FALSE,FALSE,negativo,9,4.8,FALSE,FALSE,FALSE
939,2026-01-13,auth,NA,FALSE,negativo,169,3,FALSE,FALSE,FALSE
1408,2026-12-06,api,FALSE,FALSE,negativo,18,5,FALSE,FALSE,FALSE
44,2026-08-24,auth,TRUE,NA,negativo,53,4.8,FALSE,FALSE,FALSE
1952,2026-04-11,ui,TRUE,FALSE,negativo,68,13.6,FALSE,FALSE,FALSE
402,2026-07-02,ui,FALSE,FALSE,negativo,89,7.8,FALSE,FALSE,FALSE
62,2026-10-03,auth,FALSE,FALSE,negativo,NA,4.2,FALSE,NA,FALSE
2342,2026-03-25,auth,FALSE,FALSE,negativo,37,3.9,FALSE,FALSE,FALSE
1703,2026-08-17,auth,FALSE,FALSE,negativo,358,8.7,FALSE,FALSE,FALSE
583,2026-11-05,ui,FALSE,FALSE,negativo,81,8.2,FALSE,FALSE,FALSE
897,2026-11-05,api,FALSE,FALSE,negativo,65,13.8,FALSE,FALSE,FALSE
438,2026-09-26,db,FALSE,FALSE,positivo,419,8,FALSE,FALSE,FALSE
1361,NA,auth,FALSE,FALSE,positivo,29,2.4,FALSE,FALSE,FALSE
703,2026-05-24,ui,FALSE,FALSE,negativo,89,10.4,FALSE,FALSE,FALSE
1010,2026-10-06,api,FALSE,FALSE,negativo,27,3.7,FALSE,FALSE,FALSE
1023,2026-09-27,ui,FALSE,FALSE,negativo,150,7.2,FALSE,FALSE,FALSE
2352,2026-07-13,api,FALSE,FALSE,negativo,77,7.9,FALSE,FALSE,FALSE
1367,2026-05-02,db,FALSE,FALSE,negativo,67,9.2,FALSE,FALSE,FALSE
1079,2026-03-14,auth,NA,FALSE,negativo,103,1.1,FALSE,FALSE,FALSE
627,2026-01-12,api,FALSE,FALSE,negativo,67,0.9,FALSE,FALSE,FALSE
2542,2026-04-22,api,FALSE,FALSE,negativo,70,2.8,FALSE,FALSE,FALSE
2281,2026-04-13,ui,FALSE,FALSE,negativo,49,3.7,FALSE,FALSE,FALSE
1896,NA,auth,FALSE,FALSE,NA,60,NA,FALSE,FALSE,NA
1737,NA,api,TRUE,TRUE,positivo,93,NA,FALSE,FALSE,TRUE
2037,2026-01-26,api,FALSE,NA,negativo,36,10.7,FALSE,FALSE,FALSE
1839,2026-04-15,db,FALSE,FALSE,negativo,41,6.6,FALSE,FALSE,FALSE
2282,2026-12-05,auth,FALSE,FALSE,negativo,48,7.5,FALSE,FALSE,FALSE
479,2026-02-18,db,FALSE,FALSE,negativo,36,5.3,FALSE,FALSE,FALSE
621,2026-02-13,db,FALSE,FALSE,negativo,65,1,TRUE,FALSE,FALSE
670,NA,api,FALSE,FALSE,negativo,27,4.1,FALSE,FALSE,FALSE
2411,2026-07-03,ui,FALSE,FALSE,negativo,153,0.3,FALSE,FALSE,FALSE
169,2026-10-04,auth,FALSE,FALSE,negativo,12,7.8,FALSE,FALSE,FALSE
1940,2026-04-17,ui,FALSE,FALSE,negativo,146,11.2,FALSE,FALSE,FALSE
1610,2026-03-23,db,FALSE,FALSE,negativo,64,5.8,TRUE,FALSE,FALSE
2189,2026-02-16,auth,FALSE,FALSE,negativo,10,2.8,FALSE,FALSE,FALSE
1399,2026-08-02,auth,TRUE,TRUE,positivo,19,13.7,FALSE,FALSE,FALSE
1102,2026-12-07,db,FALSE,FALSE,negativo,79,3.5,FALSE,FALSE,FALSE
1524,2026-07-13,auth,FALSE,FALSE,negativo,NA,0.6,FALSE,TRUE,FALSE
1402,2026-10-28,auth,FALSE,FALSE,negativo,26,NA,FALSE,FALSE,NA
2469,2026-05-08,auth,FALSE,FALSE,negativo,40,6.3,FALSE,FALSE,FALSE
1467,2026-08-09,db,FALSE,FALSE,negativo,23,1.9,FALSE,FALSE,FALSE
1666,2026-06-25,api,FALSE,FALSE,negativo,82,3.7,FALSE,FALSE,FALSE
1170,2026-06-04,db,FALSE,FALSE,negativo,64,17.4,FALSE,FALSE,FALSE
86,2026-09-21,auth,FALSE,FALSE,negativo,232,11.7,FALSE,FALSE,FALSE
2479,2026-11-21,db,FALSE,FALSE,negativo,22,7.3,FALSE,FALSE,FALSE
591,2026-12-17,api,FALSE,FALSE,negativo,57,11.9,FALSE,FALSE,FALSE
2475,2026-07-08,auth,TRUE,NA,positivo,12,4,FALSE,FALSE,FALSE
1221,2026-03-03,auth,FALSE,FALSE,negativo,444,8.8,FALSE,FALSE,FALSE
998,2026-03-13,db,NA,FALSE,negativo,30,8,FALSE,FALSE,FALSE
1324,2026-03-05,api,FALSE,FALSE,negativo,36,13.3,FALSE,FALSE,FALSE
1764,2026-04-21,api,FALSE,FALSE,negativo,452,NA,FALSE,FALSE,NA
1743,2026-06-16,api,FALSE,FALSE,negativo,14,13,FALSE,FALSE,FALSE
1018,2026-05-26,auth,TRUE,FALSE,negativo,32,10.6,FALSE,FALSE,FALSE
2315,2026-10-01,db,FALSE,FALSE,negativo,24,3,FALSE,FALSE,FALSE
1434,2026-09-21,api,FALSE,FALSE,negativo,21,9.2,FALSE,FALSE,FALSE
1299,2026-08-15,api,FALSE,FALSE,negativo,173,NA,FALSE,FALSE,NA
2077,2026-03-14,auth,FALSE,NA,negativo,54,9.3,FALSE,FALSE,FALSE
858,2026-06-22,auth,FALSE,FALSE,negativo,73,4.4,FALSE,FALSE,FALSE
1200,2026-09-07,api,FALSE,FALSE,negativo,44,5.4,FALSE,FALSE,FALSE
130,2026-11-19,db,FALSE,FALSE,negativo,197,NA,FALSE,FALSE,NA
1553,2026-03-28,api,FALSE,NA,negativo,42,4.8,FALSE,FALSE,FALSE
98,2026-12-06,api,FALSE,NA,negativo,6,6.3,FALSE,FALSE,FALSE
1829,2026-11-17,db,TRUE,TRUE,positivo,75,35.3,FALSE,FALSE,FALSE
1195,2026-02-02,api,FALSE,FALSE,negativo,56,2.9,FALSE,FALSE,FALSE
2262,2026-12-21,api,FALSE,FALSE,negativo,18,6.9,FALSE,FALSE,FALSE
1746,2026-11-14,auth,FALSE,FALSE,NA,37,11.1,FALSE,FALSE,FALSE
1912,2026-06-15,db,NA,FALSE,negativo,185,NA,FALSE,FALSE,NA
631,2026-09-08,api,FALSE,FALSE,positivo,44,2.2,FALSE,FALSE,FALSE
1587,2026-02-16,api,FALSE,FALSE,negativo,20,5.8,FALSE,FALSE,FALSE
1275,2026-12-17,api,FALSE,FALSE,negativo,57,2.6,FALSE,FALSE,FALSE
1861,2026-04-15,db,FALSE,FALSE,negativo,49,3.4,FALSE,FALSE,FALSE
2163,2026-09-17,db,FALSE,FALSE,negativo,60,1.2,FALSE,FALSE,FALSE
1812,2026-10-11,api,FALSE,FALSE,negativo,154,13.4,FALSE,FALSE,FALSE
2537,2026-10-04,api,FALSE,FALSE,negativo,99,5.2,FALSE,FALSE,FALSE
1898,2026-09-06,auth,FALSE,FALSE,negativo,NA,0.7,FALSE,TRUE,FALSE
2155,2026-08-15,db,FALSE,FALSE,negativo,77,10.5,FALSE,FALSE,FALSE
752,2026-08-19,db,FALSE,FALSE,negativo,42,NA,TRUE,FALSE,NA
2173,2026-03-26,api,FALSE,FALSE,negativo,47,1.1,FALSE,FALSE,FALSE
2557,2026-02-27,api,FALSE,FALSE,negativo,42,5.9,FALSE,FALSE,FALSE
1953,2026-05-04,auth,FALSE,FALSE,negativo,31,2,FALSE,FALSE,FALSE
327,2026-05-16,api,FALSE,FALSE,negativo,119,7.1,FALSE,FALSE,FALSE
556,2026-05-23,auth,FALSE,FALSE,positivo,44,2.3,FALSE,FALSE,FALSE
153,2026-05-05,auth,FALSE,FALSE,positivo,33,10,TRUE,FALSE,FALSE
2061,2026-10-03,api,FALSE,FALSE,negativo,92,2.6,FALSE,FALSE,FALSE
898,2026-03-04,api,FALSE,FALSE,negativo,46,NA,FALSE,FALSE,TRUE
2330,2026-04-21,api,TRUE,FALSE,negativo,71,5.7,FALSE,FALSE,FALSE
1024,2026-05-22,api,NA,FALSE,negativo,23,10.5,TRUE,FALSE,FALSE
432,2026-02-03,auth,FALSE,FALSE,negativo,72,1.4,FALSE,FALSE,FALSE
1971,2026-01-13,db,FALSE,FALSE,positivo,113,1,FALSE,FALSE,FALSE
2451,2026-10-08,api,FALSE,FALSE,negativo,38,1.9,FALSE,FALSE,FALSE
1934,2026-06-04,ui,FALSE,FALSE,negativo,94,8.8,FALSE,FALSE,FALSE
365,2026-12-17,db,FALSE,FALSE,negativo,NA,10.2,FALSE,NA,FALSE
205,NA,api,FALSE,NA,negativo,84,13.4,FALSE,FALSE,FALSE
2137,2026-03-24,db,FALSE,FALSE,negativo,76,NA,FALSE,FALSE,TRUE
244,2026-08-24,api,TRUE,TRUE,NA,33,5.3,FALSE,FALSE,FALSE
23,2026-06-26,auth,FALSE,FALSE,negativo,16,16.7,FALSE,FALSE,FALSE
1268,2026-05-15,api,FALSE,FALSE,negativo,176,4.4,FALSE,FALSE,FALSE
2156,2026-08-03,ui,FALSE,FALSE,negativo,28,4,FALSE,FALSE,FALSE
1983,2026-04-21,db,FALSE,FALSE,negativo,82,2,FALSE,FALSE,FALSE
2200,2026-05-04,db,FALSE,FALSE,negativo,244,2.3,FALSE,FALSE,FALSE
2458,NA,db,FALSE,FALSE,negativo,174,6.1,FALSE,FALSE,FALSE
920,2026-05-04,auth,FALSE,FALSE,negativo,174,2.1,FALSE,FALSE,FALSE
502,2026-03-09,api,FALSE,FALSE,negativo,150,11.5,FALSE,FALSE,FALSE
2564,2026-04-22,db,FALSE,FALSE,negativo,40,6.1,FALSE,FALSE,FALSE
1701,2026-09-24,api,FALSE,FALSE,negativo,109,10.8,FALSE,FALSE,FALSE
163,2026-05-28,auth,FALSE,FALSE,negativo,69,6.1,FALSE,FALSE,FALSE
1354,2026-04-08,api,NA,FALSE,negativo,30,12.3,FALSE,FALSE,FALSE
419,2026-07-14,db,FALSE,FALSE,negativo,27,0.4,FALSE,FALSE,FALSE
1127,2026-08-12,api,TRUE,FALSE,negativo,153,3.2,TRUE,FALSE,FALSE
2447,2026-01-03,api,TRUE,FALSE,negativo,32,NA,FALSE,FALSE,NA
647,2026-10-09,auth,FALSE,FALSE,negativo,100,5.6,FALSE,FALSE,FALSE
1718,2026-10-25,api,FALSE,FALSE,positivo,NA,1.5,FALSE,TRUE,FALSE
329,2026-11-11,auth,FALSE,FALSE,negativo,54,2.2,FALSE,FALSE,FALSE
2005,2026-11-26,auth,FALSE,FALSE,negativo,30,2.9,FALSE,FALSE,FALSE
1080,2026-06-15,ui,FALSE,FALSE,negativo,139,2.9,FALSE,FALSE,FALSE
1242,2026-07-01,db,FALSE,FALSE,negativo,40,3.8,FALSE,FALSE,FALSE
1707,2026-09-22,auth,FALSE,FALSE,negativo,36,6.9,FALSE,FALSE,FALSE
160,2026-12-02,auth,FALSE,FALSE,negativo,185,18.4,FALSE,FALSE,FALSE
314,2026-01-09,db,FALSE,FALSE,negativo,351,2.9,FALSE,FALSE,FALSE
2144,2026-11-17,auth,TRUE,FALSE,negativo,9,NA,FALSE,FALSE,NA
1009,2026-04-11,api,FALSE,FALSE,negativo,56,16.3,TRUE,FALSE,FALSE
331,2026-10-28,api,FALSE,FALSE,negativo,10,11.6,FALSE,FALSE,FALSE
1243,NA,api,FALSE,FALSE,negativo,91,2.5,FALSE,FALSE,FALSE
137,2026-10-07,api,FALSE,FALSE,negativo,30,7.2,FALSE,FALSE,FALSE
1433,2026-11-07,ui,FALSE,FALSE,negativo,176,10.2,FALSE,FALSE,FALSE
2182,2026-04-01,db,TRUE,TRUE,positivo,59,2.1,TRUE,FALSE,FALSE
1494,2026-07-14,auth,TRUE,FALSE,negativo,45,2.4,FALSE,FALSE,FALSE
2306,2026-04-26,ui,FALSE,FALSE,negativo,7,99999,FALSE,FALSE,FALSE
188,2026-11-05,api,FALSE,FALSE,negativo,370,7.2,FALSE,FALSE,FALSE
49,2026-12-17,db,FALSE,FALSE,negativo,111,8.9,FALSE,FALSE,FALSE
1693,2026-05-23,auth,FALSE,FALSE,negativo,71,2,FALSE,FALSE,FALSE
545,2026-10-26,db,FALSE,FALSE,negativo,10,9.5,FALSE,FALSE,FALSE
391,2026-01-11,api,TRUE,TRUE,negativo,52,9.4,FALSE,FALSE,FALSE
818,2026-05-14,db,TRUE,TRUE,positivo,252,16.1,FALSE,FALSE,FALSE
2046,2026-08-07,api,NA,FALSE,negativo,183,8.4,FALSE,FALSE,FALSE
1294,2026-12-13,api,FALSE,FALSE,negativo,59,10.7,FALSE,FALSE,FALSE
941,2026-04-19,auth,FALSE,FALSE,negativo,28,9.2,TRUE,FALSE,FALSE
167,2026-03-05,api,FALSE,FALSE,positivo,641,4.3,FALSE,FALSE,FALSE
2085,2026-11-26,api,TRUE,TRUE,positivo,92,20,FALSE,FALSE,FALSE
328,2026-06-13,auth,FALSE,FALSE,NA,138,4.5,FALSE,FALSE,FALSE
2216,2026-10-07,api,FALSE,FALSE,negativo,72,3.1,FALSE,FALSE,FALSE
1220,2026-11-07,auth,FALSE,FALSE,positivo,87,7.4,FALSE,FALSE,FALSE
1232,2026-03-07,api,FALSE,FALSE,negativo,16,4.8,FALSE,FALSE,FALSE
1097,2026-01-14,api,FALSE,FALSE,negativo,46,7.2,TRUE,FALSE,FALSE
1694,2026-10-12,ui,FALSE,FALSE,negativo,35,7.2,FALSE,FALSE,FALSE
1442,2026-03-03,api,TRUE,FALSE,negativo,51,2,FALSE,FALSE,FALSE
799,2026-06-11,api,FALSE,FALSE,negativo,210,4.3,FALSE,FALSE,FALSE
262,2026-03-02,auth,FALSE,FALSE,negativo,153,31.3,FALSE,FALSE,FALSE
2222,2026-11-06,ui,NA,FALSE,negativo,62,4.5,FALSE,FALSE,FALSE
2123,2026-01-08,api,FALSE,FALSE,negativo,21,10.6,FALSE,FALSE,FALSE
1235,2026-05-11,auth,FALSE,FALSE,negativo,52,3.3,FALSE,FALSE,FALSE
318,2026-06-25,auth,FALSE,FALSE,negativo,66,11.2,FALSE,FALSE,FALSE
639,2026-03-21,auth,FALSE,FALSE,negativo,52,4.5,FALSE,FALSE,FALSE
746,2026-10-26,auth,FALSE,FALSE,negativo,58,14.7,FALSE,FALSE,FALSE
1661,2026-10-13,auth,FALSE,FALSE,positivo,13,21.2,FALSE,FALSE,FALSE
1016,2026-07-27,db,FALSE,FALSE,negativo,63,3.8,FALSE,FALSE,FALSE
1412,2026-12-22,db,FALSE,FALSE,negativo,79,6.9,FALSE,FALSE,FALSE
1828,2026-05-03,auth,FALSE,FALSE,negativo,166,7.4,FALSE,FALSE,FALSE
578,2026-11-09,auth,FALSE,FALSE,negativo,33,10.8,FALSE,FALSE,FALSE
32,2026-03-10,auth,FALSE,FALSE,negativo,120,1.7,FALSE,FALSE,FALSE
1337,2026-10-09,auth,FALSE,FALSE,negativo,63,1.7,FALSE,FALSE,FALSE
906,2026-06-05,auth,TRUE,FALSE,negativo,81,99999,FALSE,FALSE,FALSE
1507,2026-03-03,auth,FALSE,FALSE,negativo,142,5.6,FALSE,FALSE,FALSE
569,2026-11-12,db,FALSE,FALSE,negativo,52,4.1,FALSE,FALSE,FALSE
139,2026-10-17,api,FALSE,FALSE,negativo,11,1,FALSE,FALSE,FALSE
2309,2026-08-03,auth,FALSE,FALSE,negativo,72,2.9,FALSE,FALSE,FALSE
345,2026-07-07,db,FALSE,FALSE,negativo,18,NA,FALSE,FALSE,NA
785,2026-07-10,auth,FALSE,FALSE,negativo,91,4.3,FALSE,FALSE,FALSE
1806,2026-08-24,auth,FALSE,FALSE,negativo,90,4.9,FALSE,FALSE,FALSE
359,2026-12-09,db,FALSE,FALSE,negativo,193,2.5,FALSE,FALSE,FALSE
132,2026-02-01,api,FALSE,FALSE,negativo,75,15.7,FALSE,FALSE,FALSE
1306,2026-02-04,auth,FALSE,FALSE,negativo,113,3.9,FALSE,FALSE,FALSE
2549,2026-01-05,db,FALSE,TRUE,positivo,52,4.4,FALSE,FALSE,FALSE
2183,2026-01-26,api,FALSE,FALSE,positivo,32,5.2,FALSE,FALSE,FALSE
755,2026-04-21,auth,FALSE,FALSE,negativo,66,4,FALSE,FALSE,FALSE
2165,2026-02-19,api,FALSE,FALSE,negativo,410,2.6,FALSE,FALSE,FALSE
1208,2026-09-13,api,FALSE,FALSE,negativo,83,5,FALSE,FALSE,FALSE
838,2026-11-20,db,FALSE,FALSE,negativo,18,11.1,FALSE,FALSE,FALSE
2484,2026-06-05,api,FALSE,NA,negativo,471,7.7,FALSE,FALSE,FALSE
1586,2026-03-07,auth,FALSE,FALSE,negativo,142,99999,FALSE,FALSE,FALSE
2574,2026-11-07,auth,FALSE,FALSE,negativo,30,0.9,FALSE,FALSE,FALSE
1755,2026-10-09,ui,TRUE,FALSE,negativo,32,1.2,FALSE,FALSE,FALSE
490,2026-09-23,api,TRUE,FALSE,negativo,175,4.6,FALSE,FALSE,FALSE
2044,NA,db,FALSE,FALSE,negativo,60,7.4,FALSE,FALSE,FALSE
2187,2026-05-24,auth,FALSE,FALSE,negativo,46,6.7,FALSE,FALSE,FALSE
531,2026-01-16,auth,FALSE,FALSE,negativo,57,5.2,FALSE,FALSE,FALSE
276,2026-02-20,ui,FALSE,FALSE,negativo,97,1.6,FALSE,FALSE,FALSE
997,2026-12-03,ui,FALSE,FALSE,negativo,284,1.2,FALSE,FALSE,FALSE
821,2026-07-12,db,FALSE,FALSE,negativo,58,7.2,FALSE,FALSE,FALSE
71,2026-11-26,auth,FALSE,FALSE,positivo,141,5.4,FALSE,FALSE,FALSE
568,2026-12-18,ui,FALSE,FALSE,negativo,21,4.1,FALSE,FALSE,FALSE
848,2026-04-24,ui,FALSE,FALSE,negativo,96,7.4,FALSE,FALSE,FALSE
1278,2026-04-07,ui,FALSE,FALSE,negativo,261,5.4,FALSE,FALSE,FALSE
2350,2026-09-21,auth,FALSE,FALSE,negativo,20,8.6,FALSE,FALSE,FALSE
2243,2026-05-13,db,FALSE,FALSE,negativo,103,3.9,FALSE,FALSE,FALSE
2220,2026-10-02,api,TRUE,FALSE,negativo,20,14.6,FALSE,FALSE,FALSE
912,2026-08-27,auth,FALSE,FALSE,negativo,102,8.8,FALSE,FALSE,FALSE
223,2026-01-01,ui,FALSE,FALSE,negativo,37,2.4,FALSE,FALSE,FALSE
682,2026-08-24,auth,FALSE,FALSE,negativo,23,8.8,FALSE,FALSE,FALSE
732,2026-07-19,db,FALSE,FALSE,negativo,87,2.4,FALSE,FALSE,FALSE
2507,2026-08-22,auth,FALSE,FALSE,negativo,55,7.4,FALSE,FALSE,FALSE
151,2026-12-01,api,FALSE,FALSE,negativo,131,9.2,FALSE,FALSE,FALSE
666,2026-01-20,api,FALSE,FALSE,negativo,20,11.2,TRUE,FALSE,FALSE
1534,2026-12-09,api,FALSE,FALSE,negativo,56,5.9,FALSE,FALSE,FALSE
80,2026-11-22,api,TRUE,FALSE,negativo,72,14.6,FALSE,FALSE,FALSE
971,2026-09-21,api,FALSE,FALSE,negativo,531,1.3,FALSE,FALSE,FALSE
1175,2026-03-17,auth,FALSE,FALSE,negativo,5,4.4,FALSE,FALSE,FALSE
2213,2026-06-25,api,FALSE,FALSE,positivo,54,NA,FALSE,FALSE,NA
603,2026-06-09,api,FALSE,FALSE,negativo,95,5.7,FALSE,FALSE,FALSE
720,2026-09-02,api,FALSE,FALSE,negativo,195,1.1,FALSE,FALSE,FALSE
34,2026-11-17,auth,FALSE,FALSE,negativo,25,2.6,FALSE,FALSE,FALSE
2577,2026-04-03,db,FALSE,FALSE,negativo,186,3.6,FALSE,FALSE,FALSE
453,2026-01-04,auth,FALSE,FALSE,negativo,86,2.8,FALSE,FALSE,FALSE
724,2026-03-06,db,FALSE,FALSE,negativo,42,99999,FALSE,FALSE,FALSE
472,2026-03-26,api,TRUE,TRUE,positivo,34,20.6,FALSE,FALSE,FALSE
1311,2026-06-05,api,FALSE,NA,negativo,116,7.3,FALSE,FALSE,FALSE
1489,2026-10-01,auth,NA,FALSE,negativo,64,10.6,FALSE,FALSE,FALSE
59,2026-03-17,auth,TRUE,FALSE,negativo,29,5.3,FALSE,FALSE,FALSE
409,2026-01-13,db,FALSE,FALSE,negativo,62,6.8,TRUE,FALSE,FALSE
747,2026-06-23,auth,FALSE,FALSE,positivo,72,15.2,FALSE,FALSE,FALSE
628,2026-11-11,db,FALSE,NA,negativo,340,4.6,FALSE,FALSE,FALSE
1451,2026-12-05,db,TRUE,TRUE,NA,34,5.3,FALSE,FALSE,FALSE
1303,2026-09-15,db,FALSE,FALSE,negativo,22,99999,FALSE,FALSE,FALSE
2128,NA,ui,FALSE,FALSE,negativo,119,NA,FALSE,FALSE,NA
2221,2026-05-19,ui,FALSE,FALSE,negativo,15,4.3,FALSE,FALSE,FALSE
2049,2026-10-14,api,FALSE,FALSE,negativo,60,4.6,FALSE,FALSE,FALSE
2390,2026-12-20,ui,FALSE,FALSE,negativo,9,4.6,FALSE,FALSE,FALSE
2421,2026-04-19,api,TRUE,FALSE,negativo,166,99999,FALSE,FALSE,FALSE
680,2026-04-18,ui,FALSE,FALSE,negativo,30,2.7,FALSE,FALSE,FALSE
2032,2026-08-06,api,FALSE,FALSE,negativo,16,0.4,FALSE,FALSE,FALSE
2359,2026-12-07,ui,FALSE,FALSE,negativo,58,6.1,FALSE,FALSE,FALSE
1372,2026-07-24,db,FALSE,FALSE,negativo,36,NA,FALSE,FALSE,TRUE
1691,2026-01-18,auth,FALSE,FALSE,negativo,401,4.3,FALSE,FALSE,FALSE
1223,2026-06-15,api,FALSE,FALSE,negativo,52,6.3,FALSE,FALSE,FALSE
1721,2026-07-04,api,TRUE,TRUE,positivo,23,2,FALSE,FALSE,FALSE
1741,2026-06-24,db,FALSE,FALSE,negativo,218,1.3,FALSE,FALSE,FALSE
1640,NA,api,FALSE,FALSE,negativo,221,6.6,FALSE,FALSE,FALSE
222,2026-06-05,db,FALSE,NA,negativo,32,3.5,FALSE,FALSE,FALSE
593,2026-01-04,ui,FALSE,FALSE,negativo,121,2.6,FALSE,FALSE,FALSE
3,2026-07-16,auth,FALSE,FALSE,negativo,67,2.7,FALSE,FALSE,FALSE
