id_evento,fecha,modulo,alerta,incidente_real,veredicto,tam_commit,t_respuesta_h
799,2026/06/11 17:51,Api,false,0,-,210,4.3
262,2026/03/02 10:33,auth,NO,0,limpio,153,31.3
2222,2026/11/06 21:02,UI,,0,clean,62,4.5
2123,08/01/2026,api,No,no,clean,21,10.6
1235,2026-05-11,AUTH,No,no,clean,52,"3,3"
318,25/06/2026,auth,NO,0,-,66,11.2
639,2026/03/21 12:21,auth,NO,0,-,52,4.5
746,2026-10-26,Auth,No,0,negativo,58,14.7
1661,13/10/2026,authentication,0,0,malware,13,21.2
1016,27/07/2026,DB,false,0,negativo,63,3.8
1412,22/12/2026,database,false,no,clean,79,6.9
1828,2026-05-03,AUTH,no,no,limpio,166,"7,4"
578,2026-11-09,authentication,0,0,negativo,33,"10,8"
32,2026-03-10,AUTH,No,no,limpio,120,"1,7"
1337,09/10/2026,authentication,0,0,negativo,63,1.7
906,05/06/2026,auth,Si,0,-,81,99999
1507,2026/03/03 02:31, AUTH ,false,no,-,142,5.6
569,2026/11/12 03:39,db,0,no,clean,52,4.1
139,2026/10/17 09:53,api,0,0,clean,11,1.0
2309,2026-08-03,Auth,false,0,-,72,2.9
345,07/07/2026,DB,NO,no,limpio,18,
785,2026-07-10,auth,false,0,-,91,4.3
1806,24/08/2026,auth,0,0,-,90,4.9
359,09/12/2026,DB,no,0,-,193,"2,5"
132,2026-02-01,API,no,0,negativo,75,15.7
1306,2026/02/04 14:22, Auth ,No,no,clean,113,"3,9"
2549,2026-01-05,db,No,sí,+,52,"4,4"
2183,2026/01/26 14:14,api,0,0,+,32,"5,2"
755,2026-04-21,authentication,No,no,negativo,66,"4,0"
2165,19/02/2026,api,No,0,limpio,410,2.6
1208,2026/09/13 12:20,API,false,no,clean,83,5.0
838,20/11/2026,database,0,0,-,18,"11,1"
2484,2026-06-05,Api,no,,-,471,"7,7"
1586,07/03/2026,auth,no,no,clean,142,99999
2574,2026-11-07,Auth,no,no,negativo,30,"0,9"
1755,2026-10-09,UI,1,0,limpio,32,"1,2"
490,2026/09/23 12:19,api,true,0,-,175,"4,6"
2044,,db,NO,0,-,60,7.4
2187,2026/05/24 04:02,Auth,false,no,negativo,46,"6,7"
531,2026-01-16,auth,0,no,negativo,57,5.2
276,20/02/2026,ui,0,no,limpio,97,1.6
997,2026-12-03,UI,0,no,clean,284,"1,2"
821,12/07/2026,DB,false,no,limpio,58,"7,2"
71,26/11/2026,AUTH,0,0,Malware,141,"5,4"
568,2026/12/18 00:25,UI,No,0,negativo,21,4.1
848,24/04/2026,ui,false,0,-,96,7.4
1278,2026-04-07,ui,NO,0,limpio,261,"5,4"
2350,21/09/2026,AUTH,NO,no,negativo,20,8.6
2243,2026-05-13,DB,No,0,-,103,"3,9"
2220,02/10/2026,API,SI,0,limpio,20,14.6
912,2026/08/27 00:26,auth,NO,0,negativo,102,8.8
223,2026-01-01,UI,false,0,clean,37,"2,4"
682,24/08/2026,auth,0,0,clean,23,"8,8"
732,2026/07/19 12:45,db,false,0,limpio,87,"2,4"
2507,22/08/2026,Auth,no,no,-,55,7.4
151,2026-12-01,API,0,0,negativo,131,9.2
666,2026-01-20,api,false,no,clean,20,"11,2"
1534,09/12/2026,Api,no,0,limpio,56,"5,9"
80,22/11/2026,api,yes,0,-,72,"14,6"
971,21/09/2026, api ,NO,no,clean,531,"1,3"
1175,17/03/2026,auth,0,0,-,5,4.4
2213,25/06/2026,Api,0,0,positivo,54,
603,2026-06-09,api,NO,0,-,95,5.7
720,02/09/2026,API,NO,0,limpio,195,"1,1"
34,17/11/2026,auth,No,0,limpio,25,"2,6"
2577,2026-04-03,db,0,0,limpio,186,"3,6"
453,2026/01/04 21:28,Auth,false,no,negativo,86,2.8
724,06/03/2026,DB,0,0,clean,42,99999
472,2026-03-26,API,si,sí,positivo,34,20.6
1311,05/06/2026,Api,0,?,limpio,116,7.3
1489,2026-10-01,authentication,,0,clean,64,"10,6"
59,17/03/2026,AUTH,si,no,-,29,5.3
409,13/01/2026,db,0,0,-,62,"6,8"
747,2026-06-23,auth,no,0,MALWARE,72,"15,2"
628,2026/11/11 12:12,db,No,?,-,340,"4,6"
1451,2026/12/05 20:29,db,true,1,,34,"5,3"
1303,15/09/2026,db,No,0,-,22,99999
2128,,ui,0,0,limpio,119,
2221,2026/05/19 14:06,ui,No,0,negativo,15,"4,3"
2049,14/10/2026,Api,false,no,-,60,4.6
2390,20/12/2026,ui,false,no,limpio,9,"4,6"
2421,2026-04-19,api,sí,0,-,166,99999
680,18/04/2026,UI,false,0,negativo,30,"2,7"
2032,06/08/2026,api,NO,0,clean,16,0.4
2359,2026/12/07 03:54,ui,false,0,-,58,"6,1"
1372,24/07/2026, database,false,no,-,36,-1.9
1691,18/01/2026, AUTH,false,0,-,401,"4,3"
1223,15/06/2026,api,NO,0,limpio,52,"6,3"
1721,2026-07-04,api,sí,1,malware,23,2.0
1741,24/06/2026,DB,false,0,limpio,218,"1,3"
1640,,Api,false,0,negativo,221,6.6
222,2026-06-05, database ,0,?,negativo,32,3.5
593,04/01/2026,UI,No,0,clean,121,"2,6"
3,2026/07/16 13:39,AUTH,false,0,limpio,67,2.7
2406,01/02/2026,auth,false,0,clean,192,"21,2"
53,16/09/2026,db,No,?,clean,27,"6,0"
1083,2026-02-20,DB,yes,0,clean,58,"11,1"
2449,10/06/2026,db,NO,0,negativo,39,
180,2026-08-05,UI,No,0,negativo,17,0.7
1936,2026/07/10 01:57,db,yes,0,clean,82,"5,0"
2090,2026-09-05,API,No,no,limpio,136,
2125,03/07/2026,db,Si,1,Malware,106,"15,7"
586,13/09/2026,database,no,0,clean,55,1.7
1627,2026/09/07 12:04,authentication,false,0,clean,141,1.0
1626,2026/10/27 08:07,api,yes,si,malware,-120,"28,9"
991,2026/07/02 07:16,db,No,0,limpio,74,"5,9"
2566,06/08/2026,AUTH,NO,0,-,29,"0,7"
716,,ui,no,0,limpio,103,1.2
782,2026-07-10,ui,No,0,-,26,7.3
1161,2026-12-09,authentication,0,no,limpio,186,99999
2166,2026/04/28 16:04,api,false,0,MALWARE,18,"3,4"
793,2026/12/09 18:06,api,false,,negativo,701,"7,3"
486,16/01/2026,db,N/A,0,negativo,31,3.6
1362,2026-11-08,authentication,1,0,-,59,8.3
1792,2026-09-13,AUTH,false,0,negativo,33,"6,4"
841,,API,false,0,-,32,-10.7
1182,2026-08-19,db,No,0,-,33,
1214,23/02/2026,Auth,false,0,limpio,72,11.3
1740,2026-10-10,Auth,false,0,limpio,34,"1,9"
2147,2026-10-11,API,0,0,limpio,38,99999
899,2026-02-22,AUTH,0,no,negativo,443,"5,8"
796,12/12/2026,auth,No,0,negativo,999999,1.0
1144,2026-07-12,AUTH,false,0,clean,268,4.8
1801,11/09/2026,database,,0,MALWARE,16,8.6
2274,2026-05-12,database,no,0,-,72,2.1
669,2026-04-17,API,no,0,negativo,79,5.8
382,21/05/2026,api,No,no,limpio,,2.4
2523,2026-01-24,api,NO,,negativo,161,"5,4"
2102,2026/06/02 03:25,ui,NO,0,limpio,48,6.2
881,2026/03/17 10:37,Auth,NO,0,clean,419,"5,6"
1716,2026/07/09 20:48,ui,no,no,limpio,58,"0,1"
805,25/09/2026,UI,false,0,negativo,41,"1,9"
183,2026/06/16 02:40,API,no,0,limpio,97,"3,1"
1215,2026/08/28 12:12,UI,No,0,clean,82,2.7
1501,2026-10-16,DB,NO,no,negativo,62,"5,4"
2580,2026/07/09 21:47,athu,no,no,limpio,88,13.9
2585,2026-08-06,api,no,no,-,355,"4,9"
373,2026-09-15,Api,false,no,-,102,"8,5"
2372,2026-09-17,api,0,0,-,62,21.5
392,2026/11/11 17:20,data base,false,0,-,536,4.1
2503,,db,No,0,limpio,131,3.6
1036,01/01/2026,database,No,0,limpio,17,7.8
1830,2026-04-25,Api,no,0,-,52,-5.0
795,2026/08/26 17:44,db,1,no,negativo,30,4.8
2057,2026/02/11 09:08,DB,Si,0,negativo,67,1.1
1976,2026/12/16 10:42,api,no,no,-,95,"10,6"
1192,2026/01/09 18:27,DB,no,no,clean,57,"10,0"
104,2026-05-26,api,No,no,clean,,7.8
1867,2026/04/02 17:17,API,1,0,limpio,47,7.6
1878,13/05/2026,auth,No,unknown,clean,32,"2,6"
1317,16/08/2026,database,1,no,-,58,8.6
2286,2026-02-23,Api,no,unknown,negativo,147,22.3
213,2026-03-09,auth,false,no,limpio,17,5.9
460,2026-07-01,authentication,no,no,negativo,15,99999
1291,2026-03-20,DB,no,0,limpio,61,10.1
1042,2026-12-24,authentication,SI,0,negativo,19,4.5
2239,2026/09/13 01:33,Auth,0,no,-,41,7.6
2416,2026/04/24 19:35,ui,no,0,limpio,213,9.7
1616,2026-11-05,API,NO,unknown,-,208,5.4
1955,2026-05-05,api,false,0,+,56,1.6
880,15/07/2026,api,NO,no,negativo,28,"8,7"
1051,2026-01-13,db,NO,0,clean,131,"6,2"
1712,2026-05-15,UI,0,0,-,50,3.0
1647,13/01/2026,authentication,0,0,-,9,3.4
2237,2026-12-19, db,no,no,malware,33,6.5
2149,2026/06/21 12:34,AUTH,0,no,limpio,73,10.2
1279,2026-06-02,ui,false,no,limpio,50,"12,3"
1339,26/08/2026,db,no,0,limpio,10,14.7
214,2026-03-03,authentication,,0,negativo,29,"3,1"
513,2026-01-12,auth,false,no,limpio,284,2.5
1771,,API,false,0,-,85,9.8
433,09/11/2026,Api,No,0,Malware,40,7.0
789,09/05/2026,Api,Si,no,clean,445,1.8
1470,2026-07-06,db,Si,0,clean,707,"10,4"
855,,api,false,no,-,51,"2,8"
699,24/06/2026,Api,No,0,clean,67,"6,6"
1962,2026/07/13 00:16,database,false,0,Malware,103,4.7
975,2026/12/07 19:11,auth,,0,limpio,32,"6,1"
1713,,UI,false,0,+,39,"1,7"
2177,2026-10-15,db,false,no,negativo,59,"5,5"
1055,26/02/2026,authentication,si,1,malware,142,5.5
542,2026-06-08,Auth,NO,no,negativo,62,"4,2"
2367,2026-12-27,db,1,0,-,57,99999
2427,2026-08-26,Auth,0,unknown,negativo,74,"4,5"
1228,2026/03/05 19:52,authentication,No,no,limpio,47,"2,5"
298,2026-10-22,Auth,false,0,-,61,12.9
67,08/09/2026,API,0,no,negativo,99,2.1
1561,,AUTH,,no,clean,13,3.7
996,13/08/2026,auth,yes,si,MALWARE,237,5.8
1841,10/09/2026,Api,0,0,negativo,534,2.9
422,2026/02/23 13:05,db,NO,0,clean,90,"9,4"
553,2026-05-26,Auth,No,no,clean,37,"2,4"
2199,05/08/2026,api,0,0,negativo,127,"1,7"
758,2026-03-19,api,no,0,clean,173,"11,9"
527,11/12/2026,auth,No,no,-,67,10.6
1115,14/06/2026,AUTH,NO,no,negativo,29,"6,2"
1992,21/11/2026,api,false,0,-,31,"4,9"
2040,2026-03-17,AUTH,No,0,negativo,46,"4,3"
93,2026-08-03,ui,0,0,limpio,96,8.4
964,2026-02-19,Auth,false,0,clean,140,"16,8"
230,2026-03-28,ui,false,0,negativo,130,"13,1"
75,20/02/2026,ui,No,no,negativo,101,"11,4"
1621,2026-07-02, api,no,unknown,limpio,185,5.0
777,2026/02/12 12:19,Auth,false,no,-,69,3.2
643,09/01/2026,db,No,no,negativo,9,4.3
1520,2026-07-12,UI,no,0,clean,13,2.3
1790,26/12/2026, db,No,0,limpio,161,"2,9"
1293,21/05/2026,auth,NO,0,limpio,32,5.8
50,2026/05/21 09:30,API,0,0,clean,62,"7,7"
2305,2026-01-02, db,NO,0,negativo,36,"3,4"
994,2026/05/18 08:02,AUTH,yes,no,limpio,75,2.1
1929,2026-12-14,Auth ,no,no,limpio,999999,"7,0"
2280,08/03/2026,ui ,No,0,-,106,4.9
470,10/03/2026,DB,NO,no,negativo,171,"3,3"
702,2026-07-26,authentication,0,no,limpio,72,6.4
2594,2026-09-05,UI,no,0,limpio,42,"2,5"
1754,01/08/2026,auth,No,0,-,124,"13,9"
30,02/03/2026,authentication,false,0,clean,10,"4,2"
1117,13/06/2026,db,no,no,negativo,38,4.0
2424,2026/03/01 15:10,ui,0,,clean,97,4.9
1768,2026-08-17,Auth,no,0,limpio,94,7.4
1061,2026-05-03,DB,no,no,clean,147,1.7
1325,2026/03/16 13:42,ui,false,no,negativo,73,"1,9"
776,2026-07-14,Auth,0,no,negativo,10,"6,7"
1623,27/11/2026,auth,No,no,-,113,2.3
2264,2026/04/01 15:47,api,No,0,malware,63,13.5
16,2026/01/23 19:45,api,sí,0,-,52,"0,8"
1968,2026-08-14,authentication ,NO,no,clean,66,"4,3"
1386,04/01/2026, ui,No,0,limpio,32,3.9
698,2026-12-14,api,no,no,clean,82,4.9
812,2026/11/05 14:12,api,NO,0,limpio,188,10.2
2193,2026/04/08 06:54,API,si,no,clean,12,15.8
1778,2026-07-08,API,no,0,clean,34,10.1
51,26/06/2026,database,No,no,limpio,18,"3,4"
1655,2026/10/28 13:37,db,0,no,negativo,88,6.3
414,2026-08-18,ui,false,0,clean,35,
2398,2026/03/08 19:36,API,false,no,malware,40,11.1
2006,2026/11/12 08:40,API,NO,no,negativo,29,1.5
637,2026-09-09,ui,0,no,-,69,"1,4"
216,2026-11-21,AUTH,No,0,limpio,,"0,3"
1069,2026/01/13 01:57,AUTH,false,0,negativo,97,"5,7"
2444,2026/05/12 19:55,database,No,0,negativo,28,8.4
1676,2026/01/15 19:42,auth,false,0,negativo,55,"5,7"
33,2026/03/13 22:39,ui,0,no,malware,274,"8,6"
1925,2026-08-24, ui ,no,0,clean,61,"7,8"
411,2026/03/16 02:32,DB,no,0,limpio,26,"1,7"
1605,2026-09-27,API,NO,no,limpio,210,5.1
1350,20/02/2026,auth,no,no,-,19,"4,1"
893,2026-09-01,AUTH ,NO,?,limpio,28,8.3
348,2026/08/24 23:02,DB,No,0,limpio,21,"10,0"
641,2026/03/07 13:22,database,no,0,limpio,105,4.5
211,11/05/2026,Api,false,no,clean,103,11.0
161,18/11/2026,DB,no,0,limpio,77,"5,0"
99,2026/03/22 14:31,Auth,No,no,limpio,64,-7.3
17,2026-02-24,database,NO,no,Malware,17,7.0
950,2026/01/16 17:51,db,NO,no,clean,34,"19,9"
1222,16/05/2026,UI,false,0,negativo,223,"1,1"
1495,2026-01-01,AUTH,No,no,negativo,29,7.8
2538,2026/02/12 04:18,db,false,0,negativo,41,1.9
1753,2026/05/08 22:56,UI ,NO,0,negativo,134,"7,1"
590,2026/03/21 05:33,AUTH,No,0,-,37,2.4
1394,22/09/2026,API,NO,0,-,34,99999
606,2026-12-09,db,NO,no,clean,95,
336,2026-02-08,db,yes,sí,MALWARE,32,8.9
1527,2026-01-05,ui,false,unknown,clean,19,"6,4"
2414,2026/01/03 08:33,authentication,NO,0,limpio,24,21.2
536,2026-07-27,ui,true,1,+,12,"10,2"
1468,2026/05/20 15:40,Api,NO,0,negativo,70,"8,1"
1652,2026/07/25 01:30,UI,No,no,clean,24,2.1
689,2026/08/26 07:55,db,no,no,clean,80,1.4
2124,2026-01-09,Api,no,no,clean,79,2.3
2027,12/07/2026,API,0,0,negativo,84,9.5
2118,2026/04/08 07:04,Api,false,0,limpio,20,2.6
1937,2026-05-02,api,false,0,-,329,4.4
786,14/02/2026,API,NO,0,-,48,5.9
1943,27/10/2026,authentication,false,no,-,116,10.1
2563,2026/03/20 12:35,api,No,no,-,61,5.3
2477,05/05/2026,UI,No,no,limpio,56,"6,3"
2227,14/09/2026,db,false,0,,741,4.9
1856,2026-02-13,authentication,,0,-,44,"8,3"
2516,2026/03/21 06:58,ui,NO,0,limpio,36,2.8
1538,2026/07/16 16:19,UI,no,,-,262,"2,9"
1552,2026/07/26 23:10,ui,false,0,clean,376,"14,8"
2573,17/02/2026,DB,0,0,limpio,37,1.9
300,2026/09/07 17:18,db,false,no,negativo,77,4.3
2393,2026-04-12,Auth,0,0,limpio,5,8.3
2300,2026/06/20 07:52,AUTH,No,0,clean,25,7.1
507,23/08/2026,api,false,0,negativo,66,
2265,20/05/2026,auth,NO,0,Malware,77,"1,9"
1385,26/07/2026,auth,0,no,-,30,11.3
1909,08/12/2026,db ,no,0,negativo,182,9.5
2579,2026/02/05 13:51,ui,no,0,clean,133,3.8
362,2026-04-03, authentication,NO,0,negativo,50,9.7
2472,21/05/2026,api,0,no,-,12,"2,1"
2544,08/01/2026,api,no,0,-,33,"4,6"
2238,27/06/2026,auth,sí,0,limpio,196,3.1
2002,03/10/2026,api,0,no,negativo,52,3.0
1472,11/07/2026,api,NO,no,-,43,"2,1"
1770,2026-12-12,ui,no,no,-,23,99999
2009,2026-02-08,api,0,0,clean,69,"1,2"
2069,02/11/2026,UI,NO,0,limpio,7,"1,2"
2348,2026-11-12,database,NO,no,limpio,67,8.9
1255,2026-07-05,auth,No,0,negativo,45,"10,4"
2462,24/12/2026,authentication,no,?,limpio,9,3.8
1111,2026/12/13 03:27,api,No,1,negativo,-32,6.3
2351,2026/01/20 21:30,AUTH,,no,limpio,52,"11,4"
1692,14/04/2026,api,no,0,limpio,30,"7,2"
884,2026/03/01 14:01,ui,yes,no,clean,29,2.6
2312,08/11/2026,AUTH,no,0,-,21,"4,6"
756,13/04/2026,api,no,no,negativo,146,5.9
338,24/03/2026,auth,No,no,negativo,396,5.8
866,,api,false,0,-,88,"14,3"
82,17/10/2026,Api,No,0,malware,77,8.3
68,2026/08/13 08:34,API,no,0,-,24,4.0
1924,2026-03-15,api,,no,-,27,7.9
1763,2026-07-19,ui,false,0,clean,17,4.2
843,23/09/2026,db,0,0,,25,"2,2"
505,2026-07-24,auth,0,0,-,98,8.8
488,2026-11-26,AUTH,no,0,-,32,12.3
172,2026/09/23 01:53,authentication,No,0,negativo,294,7.9
602,23/01/2026,api,No,0,limpio,34,1.7
2512,2026-08-19,DB,no,?,limpio,115,"13,2"
2115,2026-07-26,UI,1,0,clean,207,"11,0"
1907,2026-01-22, db,0,0,limpio,,"12,4"
2126,2026-02-26,AUTH,NO,no,clean,122,"4,7"
2284,2026-09-08,Api,false,0,limpio,28,-0.6
1974,2026-10-24,Api,NO,0,negativo,107,9.0
929,2026-02-01,api,NO,0,-,226,1.3
1784,2026-02-16,db,yes,no,limpio,6,16.5
2496,15/06/2026, AUTH,N/A,0,-,118,0.6
1532,01/10/2026,auth,no,0,limpio,270,"1,7"
347,2026-02-09,Auth,No,no,limpio,102,-7.1
1738,2026/02/05 03:39,authentication,No,no,limpio,63,"7,3"
2551,2026-04-14,DB,no,0,negativo,463,"3,5"
1514,27/02/2026,api,false,0,limpio,119,-0.9
817,2026-11-01,AUTH,0,0,negativo,78,"5,8"
1630,2026-10-16,api,No,no,negativo,49,"9,8"
2382,2026/06/21 14:38,api,si,si,MALWARE,348,12.8
285,2026-12-05,database,No,0,negativo,105,"5,4"
353,2026-03-07,ui,No,0,negativo,43,"2,3"
857,2026/04/17 11:29,AUTH,No,0,clean,25,4.7
1168,2026-01-16,api,No,0,negativo,22,3.7
1663,04/06/2026,database,Si,sí,MALWARE,51,"9,8"
2062,2026/07/14 20:46,Auth,no,no,limpio,26,4.0
1526,2026-10-05,api,Si,0,limpio,52,"6,5"
2072,2026/02/23 20:42,db,NO,no,negativo,60,4.0
1256,2026/09/08 14:38,DB,false,0,-,99,1.8
1239,18/06/2026,api,0,0,-,28,13.1
1237,04/11/2026,ui,no,0,negativo,20,"2,3"
1369,2026-06-16,api ,false,0,-,94,
873,2026-03-19,DB ,NO,no,limpio,80,5.1
816,2026-10-01,DB,SI,1,+,72,"11,9"
2396,2026-04-05,api,false,no,-,262,9.7
1190,2026/09/06 15:15,Api,NO,0,negativo,271,2.1
2159,2026-11-02,Api,NO,no,-,158,6.0
1542,15/09/2026,UI,No,0,limpio,199,7.9
1782,2026/08/05 10:07,auth,false,0,-,91,2.2
31,2026-04-24,DB,1,1,Malware,53,13.5
1915,2026-03-27,auth,false,0,-,98,1.6
2581,2026-04-26,UI,0,0,-,358,-8.2
2432,2026/08/15 11:41,UI,0,no,clean,213,"3,0"
2522,,database,0,0,clean,38,4.5
439,2026/10/06 04:35,ui,0,0,clean,1056,"3,4"
19,23/04/2026,authentication,0,0,negativo,22,"8,3"
397,2026/08/12 14:01,API,0,0,negativo,71,-4.8
2502,14/06/2026,api,false,no,-,45,"4,0"
1104,2026/12/17 20:17,AUTH,SI,0,limpio,55,"2,2"
2536,08/04/2026,AUTH,No,0,,88,6.2
1834,07/12/2026,auth,no,0,clean,60,"2,2"
543,2026-05-18,API,no,no,limpio,27,15.3
1159,22/03/2026,UI,No,0,clean,,"8,7"
1142,2026/08/13 13:35,UI,,0,limpio,20,4.7
1025,2026-04-20,AUTH,yes,sí,MALWARE,9,"10,7"
623,14/12/2026,athu,No,0,limpio,24,"7,1"
2407,2026-01-14,db,No,0,clean,475,11.6
1779,19/09/2026,api,Si,1,malware,43,"13,8"
1511,2026-08-07,Api,si,?,-,153,2.2
281,2026-02-08,database,si,0,clean,49,3.8
1510,2026-09-05,AUTH,0,0,negativo,16,3.1
1644,04/01/2026,Auth,false,0,clean,37,6.9
2000,,auth,NO,0,limpio,400,"1,9"
1453,2026/07/23 22:18,ui ,no,0,clean,31,1.8
642,2026/12/03 01:41,api,no,0,limpio,70,"5,6"
1150,2026-05-23,DB,false,0,negativo,78,"8,7"
52,09/02/2026,auth,si,,-,78,2.2
2362,2026/01/28 06:48,database,si,no,limpio,158,"1,7"
1172,24/01/2026,authentication,no,0,limpio,40,8.3
1065,07/02/2026,Api,NO,0,limpio,9,"2,0"
797,2026-09-01,ui,false,no,clean,197,5.4
1948,28/09/2026,auth,no,no,-,130,5.3
2138,2026-11-11,api,NO,0,-,25,"1,2"
1624,2026/07/01 14:11,api,0,no,-,176,"9,4"
226,2026/01/02 09:50,api,no,0,limpio,141,"3,9"
2248,2026/03/12 02:27,Api,NO,no,clean,136,-5.7
2114,22/03/2026,api,false,0,limpio,36,"1,1"
2435,2026/05/22 03:23,api,true,si,MALWARE,19,"4,5"
1287,2026/07/11 10:01,auth,No,0,limpio,-18,7.7
1400,2026/12/20 12:28,db,no,0,clean,203,1.7
584,2026-09-13,api,0,0,clean,14,1.4
1593,2026-12-14,auth,false,0,limpio,42,3.9
869,05/05/2026,ui,NO,0,positivo,21,"7,3"
1601,2026-03-09,database,no,no,limpio,143,"2,3"
650,2026/11/25 16:20,auth,no,0,negativo,23,"19,9"
1568,2026-02-10,api,0,no,-,55,6.7
566,2026/09/25 12:10,database,Si,si,positivo,21,"30,5"
440,2026-10-05,ui,No,0,,42,-2.4
2499,2026/01/19 01:57,api,si,0,clean,92,-11.5
1769,2026-02-14,API,yes,no,negativo,60,2.5
708,2026-03-12, UI ,No,no,-,23,0.3
1397,2026-02-12,ui,0,0,limpio,62,4.7
2095,2026-07-13,Auth,No,0,limpio,25,5.5
1122,2026/04/15 21:07,authentication,NO,no,-,68,"9,5"
2266,26/06/2026,auth,true,0,limpio,12,"6,5"
164,,api,0,0,clean,62,2.0
341,2026/01/19 02:36,AUTH,NO,,-,-239,"4,2"
1189,2026-01-07, database ,No,0,clean,69,12.1
1104,2026/12/17 20:17,AUTH,SI,0,limpio,55,"2,2"
389,2026/05/20 08:20,auth,no,0,limpio,75,7.9
1095,2026/12/20 16:35,auth,false,0,negativo,393,"6,0"
1717,,AUTH,0,0,limpio,38,-5.1
149,2026/07/01 14:31,auth,no,0,-,21,2.2
1541,2026-06-08,Auth,si,no,clean,110,4.7
159,2026/12/26 14:26,auth,NO,0,negativo,60,"8,6"
1017,2026/09/20 08:38,database,No,0,limpio,84,"6,8"
952,2026/01/12 06:53,UI,0,0,-,56,10.9
700,2026-12-24,auth,No,0,clean,803,"1,4"
2471,2026/02/14 23:26,ui,NO,no,-,35,4.0
29,2026-01-25,db,NO,0,-,63,"8,8"
1004,06/02/2026,ui,No,0,clean,82,"10,7"
204,2026/09/20 09:08,Api,no,0,negativo,176,"1,8"
1284,11/01/2026,Api,NO,no,clean,20,5.2
1374,2026/08/20 01:03,AUTH,SI,1,Malware,24,5.8
1107,2026-11-17,Api,no,,-,34,"6,8"
2083,10/11/2026,api,false,,clean,169,
304,18/06/2026,auth,0,0,negativo,61,"0,1"
565,2026-11-15,database,SI,0,clean,73,7.2
960,03/10/2026,API,0,no,clean,277,"4,9"
2288,2026/02/08 18:54,database,SI,1,malware,11,"17,9"
743,05/01/2026,db,NO,0,limpio,40,"5,3"
400,2026-12-01,api,si,0,limpio,91,7.1
110,2026/12/23 21:09,Auth,No,,MALWARE,46,"8,7"
1894,28/09/2026,AUTH,NO,0,negativo,68,3.0
523,2026-03-25,auth,no,0,limpio,57,99999
1331,16/07/2026,Auth,no,0,limpio,19,-4.3
401,2026/01/28 10:38,Auth,0,no,-,684,11.3
2524,14/11/2026,API,0,0,malware,304,99999
1751,2026/09/27 14:26,database,No,0,clean,44,4.7
668,2026/10/04 11:07,db,,0,negativo,64,4.0
1811,10/03/2026,authentication,NO,0,-,92,3.4
1460,2026-03-12,auth,No,0,limpio,68,"0,4"
1171,2026-11-01, AUTH ,NO,0,clean,64,3.1
494,2026/07/26 23:07,Api,no,no,negativo,47,"5,0"
1120,,Auth,false,no,clean,217,25.0
1865,2026-02-16,AUTH,NO,0,limpio,32,5.2
459,2026-03-07,ui,NO,no,negativo,203,1.7
2498,2026-04-20,AUTH,false,sí,+,102,16.9
2488,12/08/2026,Auth,0,no,negativo,695,"4,7"
1840,2026-10-05,ui,no,0,-,95,3.8
1108,01/05/2026,database,false,0,-,69,"1,8"
1126,11/06/2026,DB,false,0,clean,85,9.7
2565,2026-11-05,api,0,0,-,40,"9,0"
2071,2026/08/28 08:01,api,NO,0,Malware,252,3.2
1951,2026/10/16 18:33,authentication,NO,no,negativo,145,7.0
1461,2026-11-15,ui,NO,no,negativo,25,3.0
739,23/04/2026,auth,no,no,-,199,5.1
1818,2026/11/27 15:33,auth,0,0,Malware,17,"8,1"
124,2026/04/10 04:45, db ,0,0,Malware,76,"10,6"
909,20/01/2026,db,0,0,-,108,99999
1584,2026/09/15 20:55,authentication,NO,0,negativo,49,"1,4"
1180,27/04/2026, db ,No,0,negativo,26,4.9
767,08/11/2026,db,0,no,negativo,98,3.9
95,2026-04-27,api,0,0,negativo,10,4.3
1064,2026/12/24 08:39,UI,no,0,negativo,31,3.4
1066,13/06/2026,DB,false,no,-,74,2.2
694,26/09/2026,auth,0,0,-,27,2.6
2327,2026-11-20,api,0,no,-,285,1.3
1149,2026-06-19,UI,No,no,negativo,16,"8,8"
484,20/07/2026,AUTH,false,no,clean,120,9.8
948,2026-10-27,UI,false,no,limpio,58,"4,8"
152,12/12/2026,Api,no,0,limpio,158,14.3
320,2026/06/11 17:28,db,sí,1,MALWARE,98,"4,8"
1238,14/04/2026,api,no,0,clean,54,"0,8"
1549,2026-06-10,auth,0,0,clean,73,"7,8"
1540,,authentication,no,0,positivo,167,"3,2"
297,,AUTH,no,0,negativo,45,5.7
1516,2026-07-08,Api,NO,0,negativo,61,5.3
1783,2026/09/24 18:59, db ,false,0,-,160,0.7
985,2026/03/04 02:03,db,false,0,negativo,29,2.4
2465,2026/01/18 17:16,DB,No,0,clean,106,"3,8"
1574,11/02/2026,database,false,no,limpio,111,
456,2026-09-08,api,false,0,clean,41,-13.2
938,2026/08/03 19:07,ui,1,0,clean,120,7.5
1405,,API,0,0,clean,57,"2,8"
1530,2026-12-08,authentication,no,no,clean,151,6.6
2431,2026/07/01 14:02,Auth,No,0,+,61,"6,2"
1273,2026-11-04,Auth ,NO,0,-,256,"8,4"
2419,15/06/2026,api,false,no,-,107,3.6
1766,14/06/2026,api,0,no,negativo,72,9.6
1612,,DB,0,0,limpio,47,99999
2107,2026/08/13 15:33,db,N/A,no,limpio,13,"14,6"
1930,2026/09/16 15:21,db,no,0,clean,120,99999
2513,2026-03-14,Api,NO,no,clean,33,"15,6"
